,Account Length,Area Code,Churn?,CustServ Calls,Day Calls,Day Charge,Day Mins,Eve Calls,Eve Charge,Eve Mins,Int'l Plan,Intl Calls,Intl Charge,Intl Mins,Night Calls,Night Charge,Night Mins,Phone,State,VMail Message,VMail Plan
2437,92,415,False.,2,113,33.520000,197.200000,116,20.600000,242.300000,no,5,2.970000,11.000000,76,8.640000,192.000000,394-4260,ID,0,no
2438,177,415,False.,1,120,29.870000,175.700000,90,14.330000,168.600000,no,4,3.940000,14.600000,110,8.950000,198.900000,380-9063,WY,0,no
2439,118,510,False.,0,115,34.880000,205.200000,137,15.710000,184.800000,no,6,1.890000,7.000000,115,7.920000,176.100000,395-4509,NM,0,no
2440,111,408,False.,1,104,32.830000,193.100000,98,9.490000,111.600000,no,4,3.270000,12.100000,94,10.230000,227.400000,401-6671,HI,13,yes
2441,82,510,False.,3,121,39.540000,232.600000,115,13.020000,153.200000,no,3,1.270000,4.700000,77,12.900000,286.700000,405-7204,ID,34,yes
2442,74,415,False.,0,89,17.460000,102.700000,100,12.690000,149.300000,no,5,2.970000,11.000000,114,8.460000,188.100000,329-5377,NC,0,no
2443,121,415,False.,5,70,44.730000,263.100000,118,23.740000,279.300000,no,4,2.620000,9.700000,143,5.720000,127.100000,408-9572,TX,31,yes
2444,131,408,False.,1,79,33.490000,197.000000,114,17.090000,201.000000,no,5,3.130000,11.600000,111,6.800000,151.200000,380-9879,GA,0,no
2445,125,408,False.,2,90,28.780000,169.300000,138,13.260000,156.000000,no,6,3.130000,11.600000,106,9.490000,210.800000,384-9243,AL,0,no
2446,19,415,False.,1,123,34.260000,201.500000,110,10.980000,129.200000,no,4,3.480000,12.900000,98,9.930000,220.600000,404-5597,ME,0,no
2447,138,415,False.,3,119,42.670000,251.000000,96,7.750000,91.200000,no,3,3.730000,13.800000,87,6.400000,142.200000,359-7521,VA,0,no
2448,119,415,False.,3,117,39.170000,230.400000,101,19.130000,225.000000,no,6,2.050000,7.600000,111,8.930000,198.500000,327-4795,ID,0,no
2449,137,510,False.,1,120,18.670000,109.800000,86,19.590000,230.500000,no,6,3.210000,11.900000,103,11.510000,255.800000,338-7955,NY,0,no
2450,182,415,True.,2,118,47.520000,279.500000,113,17.270000,203.200000,no,4,2.890000,10.700000,101,7.840000,174.200000,379-6970,NC,0,no
2451,135,415,False.,1,107,29.480000,173.400000,84,18.870000,222.000000,no,6,3.700000,13.700000,94,2.890000,64.200000,351-7807,OH,0,no
2452,134,415,False.,1,93,36.450000,214.400000,57,17.990000,211.700000,no,8,2.700000,10.000000,79,7.430000,165.000000,342-9394,HI,38,yes
2453,45,415,False.,1,103,16.340000,96.100000,134,20.980000,246.800000,no,4,2.620000,9.700000,92,10.340000,229.700000,384-6264,DC,0,no
2454,129,408,False.,1,145,17.240000,101.400000,116,21.170000,249.100000,no,6,1.920000,7.100000,107,7.090000,157.600000,352-4534,TN,0,no
2455,142,415,False.,4,74,39.530000,232.500000,142,15.450000,181.800000,no,6,2.810000,10.400000,86,9.140000,203.100000,378-4617,VT,0,no
2456,130,415,False.,1,120,29.670000,174.500000,95,18.490000,217.500000,no,2,3.290000,12.200000,67,9.910000,220.300000,364-9567,MD,45,yes
2457,163,408,False.,1,126,38.080000,224.000000,89,19.850000,233.500000,no,4,2.380000,8.800000,104,13.230000,293.900000,371-5875,LA,23,yes
2458,105,415,False.,4,99,35.890000,211.100000,66,15.020000,176.700000,no,7,3.970000,14.700000,96,9.970000,221.500000,383-6489,HI,0,no
2459,119,415,False.,2,96,18.560000,109.200000,80,13.010000,153.100000,no,5,2.650000,9.800000,102,10.800000,240.000000,345-7117,FL,0,no
2460,78,408,False.,0,95,37.400000,220.000000,121,15.290000,179.900000,no,5,3.110000,11.500000,109,8.470000,188.200000,384-3902,WY,0,no
2461,92,415,False.,2,98,30.840000,181.400000,98,13.980000,164.500000,no,4,2.940000,10.900000,110,7.690000,171.000000,386-2759,NE,0,no
2462,146,415,False.,2,82,30.720000,180.700000,90,14.760000,173.700000,no,4,2.730000,10.100000,89,10.420000,231.500000,356-1270,WY,11,yes
2463,125,408,False.,1,109,16.410000,96.500000,109,12.390000,145.800000,no,2,2.540000,9.400000,82,7.850000,174.400000,379-1336,OR,32,yes
2464,88,415,False.,3,93,31.200000,183.500000,80,14.490000,170.500000,no,5,2.240000,8.300000,88,8.720000,193.800000,354-7201,IN,0,no
2465,83,408,False.,0,90,18.340000,107.900000,94,11.930000,140.400000,no,2,2.840000,10.500000,79,11.410000,253.600000,404-5057,MD,38,yes
2466,3,510,False.,1,96,27.370000,161.000000,82,20.820000,244.900000,yes,6,2.080000,7.700000,103,8.140000,180.800000,407-8012,TN,0,no
2467,152,510,True.,1,128,24.960000,146.800000,96,24.280000,285.600000,yes,2,1.160000,4.300000,80,9.610000,213.600000,332-6139,WV,41,yes
2468,48,510,False.,3,146,25.360000,149.200000,109,13.760000,161.900000,no,2,2.240000,8.300000,109,8.910000,197.900000,328-1373,WA,0,no
2469,189,415,False.,3,124,38.730000,227.800000,112,14.410000,169.500000,no,4,1.510000,5.600000,91,9.050000,201.100000,411-6501,MS,0,no
2470,95,415,False.,0,87,27.250000,160.300000,101,17.200000,202.400000,no,3,2.000000,7.400000,122,8.600000,191.100000,329-8056,OH,23,yes
2471,129,415,True.,1,120,23.430000,137.800000,110,19.190000,225.800000,no,6,2.750000,10.200000,95,6.530000,145.200000,415-4564,IN,0,no
2472,66,408,False.,0,87,24.090000,141.700000,89,22.810000,268.300000,no,7,2.300000,8.500000,68,10.860000,241.300000,329-6192,CO,40,yes
2473,80,510,False.,0,115,33.390000,196.400000,109,12.780000,150.300000,no,1,2.510000,9.300000,75,7.930000,176.200000,384-3904,TX,22,yes
2474,1,408,False.,1,74,29.780000,175.200000,79,12.890000,151.700000,no,3,1.430000,5.300000,109,10.370000,230.500000,373-1028,AK,0,no
2475,84,408,False.,1,133,24.960000,146.800000,73,14.590000,171.700000,no,3,2.670000,9.900000,69,10.550000,234.500000,369-1220,WV,0,no
2476,96,415,False.,1,111,29.560000,173.900000,105,24.430000,287.400000,no,7,2.460000,9.100000,91,9.220000,204.800000,359-9369,MA,0,no
2477,123,415,False.,1,80,51.880000,305.200000,109,13.300000,156.500000,no,7,3.560000,13.200000,81,12.600000,280.000000,415-3016,TN,34,yes
2478,116,510,True.,3,91,27.590000,162.300000,79,23.740000,279.300000,yes,2,3.160000,11.700000,131,8.670000,192.700000,414-7090,ID,29,yes
2479,105,415,False.,3,106,25.500000,150.000000,123,24.970000,293.800000,yes,7,2.780000,10.300000,65,11.280000,250.700000,350-2250,DE,0,no
2480,80,415,False.,1,114,33.580000,197.500000,119,17.590000,206.900000,no,4,3.050000,11.300000,109,7.360000,163.600000,383-9355,VA,0,no
2481,157,408,False.,2,67,40.830000,240.200000,98,13.010000,153.000000,no,6,2.750000,10.200000,72,11.210000,249.000000,417-3257,MT,0,no
2482,67,510,False.,2,117,31.650000,186.200000,76,24.370000,286.700000,no,3,3.480000,12.900000,113,7.390000,164.300000,336-8010,ID,30,yes
2483,141,415,False.,0,127,19.870000,116.900000,88,23.500000,276.500000,no,2,3.320000,12.300000,125,13.050000,289.900000,354-7718,IN,39,yes
2484,79,415,False.,1,95,40.240000,236.700000,56,22.400000,263.500000,no,4,3.240000,12.000000,107,11.680000,259.600000,358-4412,MD,17,yes
2485,76,408,False.,0,93,29.440000,173.200000,80,11.150000,131.200000,no,3,1.460000,5.400000,104,7.690000,170.900000,368-8972,MS,0,no
2486,111,510,False.,0,114,25.870000,152.200000,102,11.660000,137.200000,no,3,2.650000,9.800000,97,8.370000,185.900000,407-9841,WA,0,no
2487,94,415,False.,0,135,30.820000,181.300000,108,15.500000,182.400000,no,2,1.810000,6.700000,103,8.130000,180.600000,393-5208,OH,0,no
2488,143,408,True.,4,72,28.530000,167.800000,99,17.940000,211.000000,no,6,2.840000,10.500000,109,6.910000,153.500000,332-2889,RI,0,no
2489,109,510,False.,1,125,29.820000,175.400000,87,21.310000,250.700000,no,9,2.650000,9.800000,74,13.020000,289.300000,374-5530,AR,0,no
2490,138,415,False.,2,112,14.890000,87.600000,107,22.690000,266.900000,no,10,2.650000,9.800000,104,9.660000,214.600000,332-3381,AZ,0,no
2491,73,415,False.,0,45,34.560000,203.300000,87,12.060000,141.900000,no,6,2.300000,8.500000,71,9.030000,200.700000,344-9347,SC,0,no
2492,21,415,True.,5,95,15.740000,92.600000,70,13.760000,161.900000,no,3,3.050000,11.300000,78,12.830000,285.000000,412-1991,KY,0,no
2493,148,415,False.,1,135,44.690000,262.900000,96,12.710000,149.500000,no,4,2.190000,8.100000,109,6.320000,140.500000,393-4528,AL,21,yes
2494,103,408,False.,1,91,27.340000,160.800000,82,13.240000,155.800000,no,3,2.300000,8.500000,103,11.440000,254.300000,347-2378,NE,0,no
2495,143,408,False.,1,116,24.110000,141.800000,99,14.220000,167.300000,no,3,2.110000,7.800000,130,8.010000,178.100000,385-2699,MT,22,yes
2496,79,408,False.,2,62,8.600000,50.600000,87,17.120000,201.400000,no,4,1.130000,4.200000,121,6.610000,146.800000,383-4319,MN,32,yes
2497,89,415,False.,1,59,22.930000,134.900000,152,13.260000,156.000000,no,5,2.750000,10.200000,112,8.890000,197.500000,352-7915,NV,0,no
2498,120,415,False.,1,110,42.860000,252.100000,103,19.220000,226.100000,no,3,3.730000,13.800000,83,7.000000,155.600000,375-5547,CA,0,no
2499,121,415,False.,1,95,36.640000,215.500000,92,20.550000,241.800000,no,3,2.590000,9.600000,108,6.610000,147.000000,337-2348,UT,41,yes
2500,101,415,False.,0,66,21.220000,124.800000,85,21.860000,257.200000,no,4,3.620000,13.400000,115,8.690000,193.200000,342-8702,IL,0,no
2501,115,408,False.,2,114,30.380000,178.700000,96,23.040000,271.000000,no,5,4.430000,16.400000,94,11.070000,245.900000,393-5802,DC,0,no
2502,168,415,False.,2,131,31.140000,183.200000,73,15.230000,179.200000,no,5,2.670000,9.900000,100,13.180000,292.800000,384-2219,IN,0,no
2503,90,415,False.,1,96,28.480000,167.500000,104,11.820000,139.100000,no,1,3.510000,13.000000,87,6.230000,138.400000,347-6164,NM,0,no
2504,70,510,False.,3,105,25.010000,147.100000,135,17.000000,200.000000,no,9,3.380000,12.500000,65,10.570000,234.900000,376-9940,MS,0,no
2505,138,415,False.,1,107,39.120000,230.100000,120,18.020000,212.000000,no,4,3.560000,13.200000,119,7.870000,174.900000,354-4352,VT,0,no
2506,43,408,False.,0,125,23.090000,135.800000,88,13.870000,163.200000,no,3,3.400000,12.600000,106,10.340000,229.800000,331-8713,VT,0,no
2507,117,510,False.,2,98,34.970000,205.700000,107,11.570000,136.100000,no,3,2.350000,8.700000,147,7.170000,159.400000,341-3663,UT,20,yes
2508,108,408,False.,2,105,12.550000,73.800000,114,12.190000,143.400000,no,3,2.940000,10.900000,98,7.660000,170.200000,376-4665,KY,0,no
2509,118,408,False.,2,119,32.180000,189.300000,112,19.850000,233.500000,no,1,2.700000,10.000000,104,12.190000,270.900000,421-9034,VA,0,no
2510,169,408,False.,3,115,25.020000,147.200000,123,13.760000,161.900000,no,6,1.940000,7.200000,103,6.390000,142.100000,401-5169,OH,0,no
2511,62,408,False.,0,95,23.340000,137.300000,94,15.660000,184.200000,no,3,2.750000,10.200000,70,10.410000,231.400000,370-8262,AZ,42,yes
2512,86,510,False.,2,125,12.020000,70.700000,113,17.940000,211.000000,no,0,0.000000,0.000000,107,7.860000,174.600000,387-2041,NY,0,no
2513,44,408,False.,0,117,34.780000,204.600000,94,17.440000,205.200000,no,5,2.890000,10.700000,84,7.410000,164.600000,356-4146,VA,0,no
2514,111,510,True.,5,88,20.930000,123.100000,84,18.180000,213.900000,no,2,3.240000,12.000000,88,8.320000,184.900000,372-8883,MD,0,no
2515,127,510,False.,2,115,22.050000,129.700000,101,13.670000,160.800000,no,3,3.290000,12.200000,63,11.930000,265.000000,336-1880,MA,19,yes
2516,151,415,False.,0,70,33.780000,198.700000,106,17.810000,209.500000,yes,4,3.350000,12.400000,126,12.690000,281.900000,347-5843,IL,0,no
2517,53,415,False.,2,116,24.670000,145.100000,82,19.860000,233.700000,no,5,2.130000,7.900000,95,9.390000,208.700000,370-8023,LA,0,no
2518,15,415,False.,2,101,22.980000,135.200000,79,12.960000,152.500000,no,5,2.270000,8.400000,83,10.120000,224.800000,417-9814,MO,0,no
2519,123,408,False.,1,105,21.200000,124.700000,78,21.280000,250.400000,no,8,2.110000,7.800000,128,9.740000,216.400000,387-3422,DC,28,yes
2520,137,415,False.,1,76,36.700000,215.900000,118,12.360000,145.400000,no,4,3.270000,12.100000,129,8.410000,186.900000,365-1664,PA,0,no
2521,106,415,False.,2,142,20.260000,119.200000,139,19.410000,228.400000,no,9,2.270000,8.400000,61,8.910000,197.900000,367-2436,TN,0,no
2522,88,510,False.,3,116,24.530000,144.300000,74,13.290000,156.400000,no,10,2.110000,7.800000,90,9.660000,214.700000,344-6258,NJ,0,no
2523,106,415,False.,1,121,39.980000,235.200000,87,18.750000,220.600000,no,4,3.190000,11.800000,91,10.630000,236.300000,353-8928,VA,0,no
2524,95,510,False.,0,57,29.580000,174.000000,118,23.890000,281.100000,no,2,2.620000,9.700000,94,8.870000,197.200000,365-7784,TN,0,no
2525,57,510,True.,0,65,19.550000,115.000000,96,10.400000,122.300000,yes,1,1.730000,6.400000,75,11.030000,245.000000,330-2635,NJ,0,no
2526,184,408,False.,2,93,25.790000,151.700000,77,15.170000,178.500000,no,8,3.540000,13.100000,111,10.310000,229.100000,344-3131,WA,0,no
2527,109,510,False.,3,102,26.030000,153.100000,77,19.900000,234.100000,no,9,2.670000,9.900000,74,14.810000,329.200000,378-4294,AR,0,no
2528,127,415,False.,2,93,37.160000,218.600000,130,12.740000,149.900000,no,5,2.480000,9.200000,131,9.210000,204.600000,343-9365,WI,0,no
2529,82,510,False.,2,122,45.080000,265.200000,102,15.190000,178.700000,no,9,2.890000,10.700000,90,7.860000,174.700000,362-5579,WA,0,no
2530,180,415,False.,1,134,24.360000,143.300000,113,15.340000,180.500000,no,4,2.730000,10.100000,87,8.290000,184.200000,366-7616,RI,0,no
2531,174,415,False.,2,98,32.350000,190.300000,70,21.480000,252.700000,no,9,1.940000,7.200000,97,9.930000,220.600000,397-2870,ME,0,no
2532,92,415,True.,2,60,31.400000,184.700000,73,22.270000,262.000000,no,6,3.320000,12.300000,120,10.780000,239.500000,408-3262,CO,0,no
2533,81,408,False.,1,99,19.600000,115.300000,117,19.100000,224.700000,no,2,4.860000,18.000000,98,6.860000,152.500000,372-9091,CO,0,no
2534,125,408,True.,2,108,19.210000,113.000000,107,14.380000,169.200000,no,5,2.480000,9.200000,61,7.050000,156.600000,410-3159,RI,0,no
2535,119,408,True.,0,100,50.010000,294.200000,53,19.760000,232.500000,no,1,2.430000,9.000000,64,8.780000,195.000000,344-5181,CT,0,no
2536,122,415,False.,3,86,36.650000,215.600000,59,14.260000,167.800000,no,8,1.730000,6.400000,67,9.320000,207.000000,396-8662,NC,0,no
2537,34,408,False.,1,80,21.900000,128.800000,93,17.740000,208.700000,no,7,3.780000,14.000000,103,9.090000,202.100000,339-6446,WY,0,no
2538,138,415,True.,3,117,35.900000,211.200000,98,26.560000,312.500000,yes,2,2.890000,10.700000,118,8.010000,178.000000,384-7236,OR,28,yes
2539,90,415,False.,1,82,12.100000,71.200000,103,15.440000,181.600000,no,1,3.480000,12.900000,111,8.410000,186.900000,353-5257,FL,24,yes
2540,73,408,False.,2,121,16.130000,94.900000,83,21.520000,253.200000,no,2,3.830000,14.200000,86,7.880000,175.100000,369-7295,KY,0,no
2541,19,510,True.,1,116,44.100000,259.400000,109,22.920000,269.700000,no,3,2.570000,9.500000,130,7.890000,175.300000,408-5322,SC,0,no
2542,120,408,False.,1,123,36.690000,215.800000,76,24.240000,285.200000,no,3,1.860000,6.900000,78,8.640000,192.100000,344-9620,WA,28,yes
2543,160,415,False.,3,113,16.580000,97.500000,69,22.790000,268.100000,no,4,3.560000,13.200000,62,11.490000,255.300000,329-8436,MT,0,no
2544,141,510,False.,0,121,24.910000,146.500000,125,14.440000,169.900000,no,5,2.210000,8.200000,112,10.750000,238.800000,414-6739,PA,0,no
2545,90,408,False.,2,72,26.840000,157.900000,93,19.890000,234.000000,no,5,3.290000,12.200000,86,9.450000,210.000000,406-1730,MA,0,no
2546,72,415,False.,2,117,23.780000,139.900000,96,19.010000,223.600000,no,4,3.430000,12.700000,93,10.840000,240.800000,336-9327,VT,0,no
2547,117,408,False.,1,112,26.040000,153.200000,110,22.380000,263.300000,no,7,3.210000,11.900000,85,6.080000,135.000000,378-7418,MN,21,yes
2548,79,408,False.,2,134,17.600000,103.500000,111,27.140000,319.300000,yes,4,2.270000,8.400000,124,10.800000,239.900000,412-6019,IL,0,no
2549,87,408,False.,1,119,31.590000,185.800000,83,16.350000,192.300000,no,4,1.780000,6.600000,96,9.000000,200.000000,390-4789,AR,0,no
2550,102,415,False.,1,56,22.020000,129.500000,118,30.110000,354.200000,no,3,2.940000,10.900000,93,6.550000,145.500000,386-9774,MD,0,no
2551,49,408,False.,1,91,40.220000,236.600000,146,18.780000,220.900000,no,2,2.400000,8.900000,114,6.610000,146.800000,353-8970,MT,0,no
2552,67,408,False.,6,107,44.270000,260.400000,104,17.700000,208.200000,no,2,2.700000,10.000000,115,9.360000,207.900000,410-5370,VT,0,no
2553,107,415,False.,2,100,28.440000,167.300000,79,13.930000,163.900000,no,5,1.810000,6.700000,100,8.370000,185.900000,404-4421,CO,0,no
2554,190,408,False.,2,101,30.970000,182.200000,95,18.050000,212.300000,no,4,2.510000,9.300000,123,10.490000,233.000000,409-3353,NC,0,no
2555,118,510,False.,2,80,19.210000,113.000000,87,12.760000,150.100000,no,4,2.920000,10.800000,115,9.190000,204.300000,422-2571,WA,0,no
2556,120,415,False.,0,133,31.570000,185.700000,149,19.980000,235.100000,no,6,4.560000,16.900000,78,11.540000,256.400000,412-3404,TN,0,no
2557,94,408,False.,0,114,23.150000,136.200000,118,14.030000,165.100000,no,5,2.590000,9.600000,71,6.210000,137.900000,333-2964,AR,0,no
2558,115,510,False.,1,81,37.840000,222.600000,109,16.180000,190.300000,no,2,3.110000,11.500000,87,9.050000,201.200000,406-6669,DC,29,yes
2559,61,415,False.,1,67,33.540000,197.300000,106,22.480000,264.500000,no,6,2.430000,9.000000,116,9.470000,210.500000,409-8802,MN,0,no
2560,143,510,False.,1,130,24.040000,141.400000,114,15.840000,186.400000,no,6,2.080000,7.700000,111,9.450000,210.000000,354-6183,IA,33,yes
2561,110,510,False.,1,69,35.360000,208.000000,94,8.080000,95.100000,no,11,2.160000,8.000000,129,8.030000,178.500000,354-2434,KS,0,no
2562,104,415,False.,1,92,20.150000,118.500000,109,15.110000,177.800000,no,4,3.270000,12.100000,98,11.510000,255.700000,389-7620,ND,0,no
2563,16,510,False.,1,65,26.040000,153.200000,90,19.520000,229.700000,no,8,2.890000,10.700000,94,6.670000,148.200000,338-1724,MT,0,no
2564,183,510,False.,0,87,18.410000,108.300000,116,15.610000,183.600000,no,2,3.650000,13.500000,109,7.950000,176.600000,399-1750,IL,0,no
2565,147,408,False.,2,92,28.660000,168.600000,107,15.950000,187.700000,no,8,3.890000,14.400000,95,9.740000,216.500000,354-8914,DC,0,no
2566,58,415,True.,2,116,42.020000,247.200000,103,25.810000,303.700000,no,2,2.510000,9.300000,94,4.740000,105.400000,409-2983,KY,0,no
2567,102,510,False.,3,81,38.110000,224.200000,90,20.680000,243.300000,yes,8,3.240000,12.000000,66,6.650000,147.800000,329-9689,MS,0,no
2568,123,415,False.,3,98,28.370000,166.900000,77,18.850000,221.800000,no,4,3.460000,12.800000,114,10.980000,243.900000,337-8950,TN,0,no
2569,64,415,False.,1,100,20.130000,118.400000,108,12.250000,144.100000,no,6,2.300000,8.500000,91,7.110000,158.100000,374-1836,IA,43,yes
2570,103,510,False.,2,62,32.450000,190.900000,53,19.260000,226.600000,no,3,2.110000,7.800000,96,10.350000,230.100000,359-9454,AK,0,no
2571,152,415,True.,1,60,54.030000,317.800000,100,13.000000,152.900000,no,7,2.810000,10.400000,63,5.550000,123.400000,378-9542,MN,0,no
2572,124,415,True.,1,112,53.040000,312.000000,109,15.300000,180.000000,no,4,3.460000,12.800000,94,7.590000,168.600000,344-1970,WV,0,no
2573,97,415,False.,1,121,24.820000,146.000000,141,17.260000,203.000000,no,2,3.590000,13.300000,120,6.830000,151.800000,417-2774,OR,0,no
2574,131,415,True.,1,95,22.370000,131.600000,109,15.240000,179.300000,no,3,4.190000,15.500000,129,11.300000,251.200000,333-9002,MS,0,no
2575,57,415,False.,2,105,32.880000,193.400000,79,19.690000,231.600000,no,11,3.000000,11.100000,90,10.180000,226.200000,369-8576,ME,33,yes
2576,157,510,False.,2,92,31.470000,185.100000,85,18.110000,213.000000,no,5,2.300000,8.500000,85,8.820000,196.100000,372-6920,MN,0,no
2577,194,510,False.,0,106,32.860000,193.300000,150,14.370000,169.000000,no,4,3.190000,11.800000,122,10.130000,225.200000,333-6575,GA,0,no
2578,66,415,False.,1,107,24.890000,146.400000,99,16.700000,196.500000,no,2,2.110000,7.800000,106,10.350000,230.100000,410-1190,DC,0,no
2579,155,510,False.,0,90,12.100000,71.200000,119,25.870000,304.400000,no,4,2.320000,8.600000,103,8.250000,183.300000,376-1641,GA,0,no
2580,123,415,True.,4,104,20.940000,123.200000,117,16.150000,190.000000,no,5,3.480000,12.900000,95,7.660000,170.300000,329-6731,NY,0,no
2581,116,510,False.,2,90,34.850000,205.000000,114,11.980000,140.900000,no,4,2.030000,7.500000,96,12.270000,272.600000,393-3976,OK,0,no
2582,63,415,False.,1,78,21.880000,128.700000,133,20.470000,240.800000,no,6,3.460000,12.800000,121,10.700000,237.700000,388-7355,OK,0,no
2583,64,510,False.,3,78,36.870000,216.900000,115,17.940000,211.000000,no,5,3.080000,11.400000,116,8.090000,179.800000,412-7791,GA,0,no
2584,96,510,False.,3,122,25.500000,150.000000,116,18.570000,218.500000,no,1,2.650000,9.800000,89,9.560000,212.400000,368-6111,NJ,0,no
2585,53,415,False.,1,106,27.900000,164.100000,56,17.510000,206.000000,no,2,3.080000,11.400000,124,8.760000,194.700000,401-9420,MN,0,no
2586,105,510,False.,3,113,36.040000,212.000000,128,19.260000,226.600000,no,7,2.400000,8.900000,114,8.710000,193.600000,352-5750,ME,0,no
2587,53,510,False.,2,99,28.440000,167.300000,99,16.550000,194.700000,no,9,3.240000,12.000000,112,10.650000,236.700000,417-3702,MI,37,yes
2588,101,415,False.,1,130,26.250000,154.400000,101,18.460000,217.200000,no,4,3.750000,13.900000,52,8.340000,185.400000,353-5714,MT,0,no
2589,129,510,False.,3,95,30.140000,177.300000,102,18.000000,211.800000,no,7,2.510000,9.300000,108,10.810000,240.200000,409-9494,NE,30,yes
2590,122,408,True.,1,141,39.300000,231.200000,136,22.760000,267.800000,no,5,2.380000,8.800000,100,10.810000,240.300000,395-1901,ND,0,no
2591,163,415,False.,5,100,34.490000,202.900000,46,15.180000,178.600000,no,3,3.460000,12.800000,116,9.170000,203.800000,378-8342,VA,0,no
2592,93,408,False.,0,120,25.430000,149.600000,85,17.060000,200.700000,no,9,3.860000,14.300000,107,8.150000,181.200000,417-6044,VT,0,no
2593,115,510,True.,1,81,58.700000,345.300000,106,17.290000,203.400000,yes,8,3.190000,11.800000,107,9.790000,217.500000,348-1163,OH,0,no
2594,25,408,True.,1,80,45.030000,264.900000,66,23.900000,281.200000,no,4,2.270000,8.400000,80,7.470000,166.100000,337-4600,AL,0,no
2595,73,408,False.,1,92,20.740000,122.000000,114,11.760000,138.300000,no,5,1.570000,5.800000,128,10.090000,224.200000,355-5922,DC,0,no
2596,120,415,False.,2,88,30.120000,177.200000,99,22.980000,270.400000,no,2,3.780000,14.000000,90,10.420000,231.500000,369-5810,ND,0,no
2597,196,415,False.,1,80,22.630000,133.100000,120,17.550000,206.500000,no,8,2.780000,10.300000,96,9.970000,221.600000,340-8291,TN,0,no
2598,97,510,True.,0,90,38.270000,225.100000,127,23.760000,279.500000,no,4,2.380000,8.800000,103,10.520000,233.800000,354-7397,DE,0,no
2599,148,408,False.,1,120,35.430000,208.400000,99,14.820000,174.400000,no,4,3.020000,11.200000,105,13.980000,310.700000,407-7464,NY,0,no
2600,85,408,False.,1,107,29.430000,173.100000,101,21.010000,247.200000,no,5,3.110000,11.500000,104,7.140000,158.700000,386-6411,AL,30,yes
2601,86,510,True.,2,131,27.610000,162.400000,102,14.200000,167.000000,yes,2,3.080000,11.400000,118,5.800000,128.900000,397-3746,OK,0,no
2602,78,415,False.,2,93,47.800000,281.200000,101,15.150000,178.200000,no,5,1.730000,6.400000,129,10.990000,244.200000,410-5236,MS,13,yes
2603,106,415,False.,3,89,35.410000,208.300000,67,14.400000,169.400000,no,4,4.290000,15.900000,90,4.590000,102.000000,409-2412,MD,0,no
2604,147,415,False.,2,126,41.380000,243.400000,109,23.270000,273.800000,no,8,3.810000,14.100000,91,12.730000,282.900000,400-7280,NE,38,yes
2605,145,415,True.,1,89,38.110000,224.200000,121,26.770000,314.900000,no,3,4.350000,16.100000,121,8.230000,182.900000,332-5820,AR,0,no
2606,91,415,False.,3,100,32.180000,189.300000,107,20.340000,239.300000,no,3,2.670000,9.900000,89,4.040000,89.700000,373-4483,IL,0,no
2607,81,408,False.,4,124,28.610000,168.300000,103,23.030000,270.900000,no,2,1.810000,6.700000,98,10.010000,222.500000,347-6717,IN,46,yes
2608,116,415,False.,1,90,39.590000,232.900000,94,12.930000,152.100000,no,6,2.890000,10.700000,82,15.490000,344.300000,380-2929,UT,24,yes
2609,69,415,False.,1,98,26.350000,155.000000,105,12.100000,142.400000,no,4,1.590000,5.900000,117,6.470000,143.700000,420-7692,LA,37,yes
2610,135,510,False.,0,130,26.250000,154.400000,90,17.320000,203.800000,no,3,3.190000,11.800000,59,7.140000,158.700000,380-6437,ID,0,no
2611,73,510,False.,2,102,39.900000,234.700000,110,16.630000,195.700000,no,8,2.270000,8.400000,71,11.400000,253.400000,377-8309,KY,0,no
2612,48,415,False.,1,88,40.800000,240.000000,117,11.990000,141.000000,no,9,1.920000,7.100000,137,5.800000,128.900000,407-2718,MI,0,no
2613,125,415,True.,0,78,50.730000,298.400000,142,22.990000,270.500000,yes,2,3.290000,12.200000,84,4.830000,107.300000,357-1938,NH,0,no
2614,100,415,False.,1,102,28.220000,166.000000,97,20.070000,236.100000,no,4,2.940000,10.900000,93,6.040000,134.300000,381-3735,WV,0,no
2615,165,415,False.,0,140,18.970000,111.600000,111,18.130000,213.300000,no,3,4.320000,16.000000,115,12.040000,267.600000,409-8453,OR,33,yes
2616,64,415,False.,2,98,29.670000,174.500000,103,15.320000,180.200000,no,2,2.890000,10.700000,89,8.060000,179.000000,395-6758,SD,0,no
2617,116,510,False.,1,137,29.840000,175.500000,60,17.900000,210.600000,yes,5,1.860000,6.900000,121,13.270000,294.800000,399-5424,MD,27,yes
2618,147,408,True.,3,109,26.780000,157.500000,67,16.120000,189.600000,yes,2,3.000000,11.100000,76,10.220000,227.000000,409-4671,ND,35,yes
2619,115,415,False.,1,113,35.050000,206.200000,102,14.990000,176.400000,no,7,2.970000,11.000000,119,13.370000,297.100000,374-6525,TN,0,no
2620,84,415,False.,4,138,35.280000,207.500000,116,17.090000,201.000000,no,16,2.030000,7.500000,107,7.400000,164.500000,406-8665,MO,35,yes
2621,86,510,False.,4,105,24.620000,144.800000,111,17.530000,206.200000,no,2,3.130000,11.600000,117,11.490000,255.400000,342-7716,IL,16,yes
2622,134,415,False.,2,85,44.000000,258.800000,114,11.010000,129.500000,no,7,2.940000,10.900000,106,8.710000,193.600000,417-2221,UT,0,no
